City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bardai,11.65,7.2333,72.5,85,53,7.07,NG,1686622609
365,colon,9.3592,-79.9014,82.94,80,45,18.01,PA,1686622501
366,xai-xai,-25.0519,33.6442,68.92,75,85,5.91,MZ,1686622610
367,fortuna,40.5982,-124.1573,54.66,96,100,11.5,US,1686622610
368,am timan,11.0297,20.2827,76.86,80,100,3.51,TD,1686622610
369,wisconsin rapids,44.3836,-89.8174,56.17,83,100,4.61,US,1686622388
370,bel ombre,-4.6167,55.4167,80.44,74,40,12.66,SC,1686622610
371,niafunke,15.9322,-3.9906,85.26,49,100,13.8,ML,1686622610
372,kenai,60.5544,-151.2583,49.14,68,100,8.05,US,1686622610
373,leava,-14.3,-178.1667,80.96,81,77,11.3,WF,1686622610
374,acajutla,13.5928,-89.8275,82.31,84,100,3.09,SV,1686622610
375,arteche,12.2645,125.4048,88.11,63,100,7.43,PH,1686622610
376,beroroha,-21.6667,45.1667,56.71,86,0,0.69,MG,1686622610
377,kadoma,34.7333,135.5833,82.65,58,75,5.75,JP,1686622611
378,port mathurin,-19.6833,63.4167,76.55,71,4,15.08,MU,1686622611
379,rumphi,-11.0186,33.8575,58.91,79,42,2.89,MW,1686622611
380,nizhneudinsk,54.9076,99.0276,50.74,96,100,3.02,RU,1686622611
381,kota bharu,6.1333,102.2386,87.04,84,20,3.44,MY,1686622611
382,rio grande,-32.035,-52.0986,39.31,65,6,8.68,BR,1686622611
383,gaigeturi,33.4644,126.3183,71.65,88,75,4.61,KR,1686622611
384,inarajan village,13.2736,144.7484,87.94,79,10,17.36,GU,1686622611
385,graaff-reinet,-32.2522,24.5308,41.92,74,66,7.52,ZA,1686622611
386,havre,49.5833,0.3333,61.2,100,100,5.75,FR,1686622611
387,ust-tsilma,65.441,52.1498,54.63,79,100,6.15,RU,1686622612
388,buka,40.8108,69.1986,83.25,33,100,0.96,UZ,1686622612
389,gohadi,26.4261,78.4447,99.18,28,6,17.74,IN,1686622612
390,kourou,5.1552,-52.6478,77.05,90,77,6.38,GF,1686622612
391,guajara mirim,-10.7828,-65.3394,72.21,99,99,4.03,BR,1686622612
392,qobu,40.4047,49.7131,74.52,66,3,4.63,AZ,1686622612
393,santyoku,37.4406,129.1708,71.38,71,82,5.14,KR,1686622612
394,flin flon,54.7682,-101.865,74.01,29,2,9.37,CA,1686622612
395,tchintabaraden,15.8969,5.7985,84.63,50,43,6.46,NE,1686622612
396,itaituba,-4.2761,-55.9836,76.75,86,59,1.39,BR,1686622612
397,alofi,-19.0595,-169.9187,73.29,94,100,13.8,NU,1686622463
398,iwaki,37.05,140.8833,79.77,85,99,7.9,JP,1686622613
399,thief river falls,48.1191,-96.1812,74.35,49,0,5.75,US,1686622613
400,famailla,-27.0541,-65.4033,45.55,44,97,2.98,AR,1686622613
401,kirishi,59.4471,32.0205,49.37,67,10,4.21,RU,1686622613
402,murghob,38.1702,73.9667,48.69,51,5,2.3,TJ,1686622613
403,mogadishu,2.0371,45.3438,78.91,86,33,17.63,SO,1686622613
404,pervomayskoye,43.919,46.7102,70.11,61,39,5.82,RU,1686622613
405,bam,29.106,58.357,86.47,18,0,11.16,IR,1686622613
406,petropavlovsk-kamchatsky,53.0452,158.6483,73.99,33,0,6.71,RU,1686622613
407,nemuro,43.3236,145.575,53.69,97,100,10.31,JP,1686622613
408,kuytun,54.3419,101.5036,49.59,92,100,12.24,RU,1686622614
409,samraong,12.4526,105.5873,86.18,65,80,4.81,KH,1686622614
410,kontcha,7.9667,12.2333,71.24,96,100,3.6,CM,1686622614
411,port-gentil,-0.7193,8.7815,75.61,88,92,8.84,GA,1686622614
412,kapa'a,22.0752,-159.319,82.38,79,20,14.97,US,1686622614
413,shalqar,47.8333,59.6,77.83,20,88,7.76,KZ,1686622614
414,chengde,40.9725,117.9361,77.54,36,23,6.35,CN,1686622614
415,tsiroanomandidy,-18.7667,46.0333,56.66,65,0,1.57,MG,1686622614
416,la'ie,21.6477,-157.9253,87.76,69,0,5.99,US,1686622614
417,lerwick,60.1545,-1.1494,53.6,93,100,7.05,GB,1686622448
418,malya,-2.9833,33.5167,65.19,74,85,4.65,TZ,1686622614
419,tazacorte,28.629,-17.9293,70.77,84,100,6.91,ES,1686622615
420,nadym,65.5333,72.5167,39.42,57,100,15.75,RU,1686622462
421,prince rupert,54.3161,-130.3201,56.89,84,100,18.41,CA,1686622615
422,kota kinabalu,5.9749,116.0724,91.38,66,20,3.44,MY,1686622615
423,arraial do cabo,-22.9661,-42.0278,71.67,91,4,7.56,BR,1686622615
424,penal,10.1667,-61.4667,76.93,97,100,7.9,TT,1686622615
425,likiep,9.8251,169.3107,82.72,80,100,19.82,MH,1686622615
426,urzhar,47.093,81.6294,73.85,28,90,6.53,KZ,1686622615
427,pangody,65.85,74.4859,39.04,66,6,16.55,RU,1686622615
428,kyren,51.6828,102.1408,63.05,90,100,3.78,RU,1686622615
429,nassau,40.7507,-73.5829,68.22,89,100,10.36,US,1686622615
430,port saint john's,-31.6229,29.5448,58.35,71,82,4.97,ZA,1686622615
431,mgandu,-5.95,34.1333,55.89,84,64,4.21,TZ,1686622616
432,tateyama,34.9833,139.8667,74.28,82,80,6.29,JP,1686622616
433,vila franca do campo,37.7167,-25.4333,66.61,98,100,11.36,PT,1686622616
434,altai,46.3722,96.2583,56.82,54,73,1.36,MN,1686622616
435,caburan,5.9181,125.6411,85.55,66,19,5.57,PH,1686622616
436,portrush,55.1959,-6.6493,56.53,93,88,2.89,GB,1686622616
437,murzuq,25.9155,13.9184,80.65,30,0,11.05,LY,1686622616
438,varna,43.2167,27.9167,57.34,89,100,9.22,BG,1686622616
439,zaozersk,69.4005,32.4476,49.46,64,98,15.39,RU,1686622616
440,hasaki,35.7333,140.8333,75.6,88,98,13.94,JP,1686622616
441,torbat-e heydariyeh,35.274,59.2195,74.59,16,0,5.77,IR,1686622617
442,al bayda,32.7627,21.7551,60.91,98,38,5.32,LY,1686622617
443,lae,-6.7221,146.9847,84.87,66,71,6.13,PG,1686622617
444,port macquarie,-31.4333,152.9167,62.89,49,100,5.64,AU,1686622520
445,kete krachi,7.7939,-0.0498,75.34,80,65,8.7,GH,1686622617
446,guerrero negro,27.9769,-114.0611,63.72,75,30,20.29,MX,1686622511
447,zheshart,62.0731,49.5733,52.83,89,99,5.5,RU,1686622617
448,xilin hot,43.9667,116.0333,73.69,35,3,7.72,CN,1686622617
449,nova prata,-28.7839,-51.61,36.28,96,75,1.95,BR,1686622617
450,morant bay,17.8815,-76.4093,83.82,85,23,11.18,JM,1686622617
451,kushk,33.2957,61.9522,77.07,18,0,13.73,AF,1686622617
452,vilyuysk,63.7553,121.6247,58.73,31,1,11.92,RU,1686622618
453,floro,61.5996,5.0328,57.16,67,100,4.61,NO,1686622472
454,tangalle,6.024,80.7911,81.7,79,100,12.44,LK,1686622618
455,udomlya,57.8794,34.9925,47.7,78,25,1.97,RU,1686622388
456,lijiang,26.8688,100.2207,56.07,90,100,1.43,CN,1686622618
457,constitucion,-35.3333,-72.4167,46.13,62,0,5.39,CL,1686622557
458,kailua-kona,19.6406,-155.9956,82.51,83,40,10.36,US,1686622563
459,as sulayyil,20.4607,45.5779,88.05,18,100,13.44,SA,1686622618
460,altpinar,39.2042,32.7478,56.64,75,46,3.33,TR,1686622618
461,mar del plata,-38.0023,-57.5575,45.09,90,40,3.44,AR,1686622453
462,mamadysh,55.7152,51.408,49.28,74,0,4.36,RU,1686622618
463,inari,68.906,27.0288,53.8,65,18,7.29,FI,1686622618
464,tonghae,37.5439,129.1069,72.84,67,73,5.53,KR,1686622618
465,lu-uk,5.9684,121.3122,86.83,63,29,6.62,PH,1686622619
466,east london,-33.0153,27.9116,61.16,46,89,19.01,ZA,1686622619
467,matoury,4.8483,-52.3317,76.96,94,100,2.3,GF,1686622619
468,palembang,-2.9167,104.7458,82.49,89,75,4.61,ID,1686622619
469,ylitornio,66.3089,23.6773,57.61,60,8,8.75,FI,1686622619
470,bela,25.9333,81.9833,101.77,24,16,13.29,IN,1686622619
471,egilsstadir,65.2653,-14.3948,42.71,87,0,3.44,IS,1686622619
472,acarau,-2.8856,-40.12,77.27,85,0,11.54,BR,1686622620
473,kendari,-3.945,122.4989,77.72,92,100,1.28,ID,1686622621
474,lemvig,56.5486,8.3102,50.2,61,21,8.39,DK,1686622621
475,villa el carmen,11.9801,-86.5057,85.37,86,100,1.92,NI,1686622621
476,steinbach,50.1667,8.5667,65.34,56,0,5.75,DE,1686622621
477,sao gabriel da cachoeira,-0.1303,-67.0892,78.6,77,100,1.45,BR,1686622621
478,yeed,4.55,43.0333,73.17,65,100,16.84,SO,1686622623
479,batangas,13.7594,121.06,87.06,70,100,9.26,PH,1686622623
480,kirs,59.3388,52.2447,49.24,68,11,6.71,RU,1686622623
481,broken hill,-31.95,141.4333,56.44,55,0,19.19,AU,1686622623
482,neelankarai,12.9455,80.2575,87.85,74,20,10.36,IN,1686622623
483,kota belud,6.351,116.4305,87.76,61,83,4.52,MY,1686622623
484,kayangel,8.0823,134.7173,81.75,78,75,8.28,PW,1686622623
485,chissamba,-12.1667,17.3333,55.74,49,17,4.59,AO,1686622624
486,maintirano,-18.0667,44.0167,66.99,89,0,8.1,MG,1686622624
487,barah,13.7,30.3667,87.28,42,22,7.78,SD,1686622624
488,ust-nera,64.5667,143.2,45.45,90,100,9.93,RU,1686622624
489,ixtapa-zihuatanejo,17.6333,-101.55,86.09,66,0,12.66,MX,1686622624
490,sirte,31.2089,16.5887,70.29,84,0,6.89,LY,1686622624
491,hobyo,5.3505,48.5268,78.31,84,67,22.57,SO,1686622624
492,bandarbeyla,9.4942,50.8122,79.81,73,100,29.26,SO,1686622624
493,chita,52.0333,113.55,66.09,49,94,8.95,RU,1686622360
494,kaa-khem,51.6833,94.7333,65.73,42,19,6.13,RU,1686622624
495,new bern,35.1085,-77.0441,75.22,60,20,5.75,US,1686622622
496,hell-ville,-13.4,48.2667,75.49,78,39,3.8,MG,1686622625
497,sri dungargarh,28.0833,74.0167,91.69,47,0,19.17,IN,1686622625
498,kampung sungai ara,5.327,100.2735,87.71,66,20,8.99,MY,1686622625
499,ewo,-0.8725,14.8206,73.22,89,100,3.44,CG,1686622625
500,selkirk,50.1436,-96.8845,78.87,51,20,5.48,CA,1686622625
501,puerto el triunfo,13.2833,-88.55,80.55,88,100,3.58,SV,1686622625
502,nehe,48.4833,124.8333,83.19,37,49,8.61,CN,1686622625
503,nguigmi,14.2495,13.1092,86.04,55,0,7.72,NE,1686622625
504,kone,-21.0595,164.8658,79.36,47,10,4.7,NC,1686622625
505,key west,24.5557,-81.7826,84.2,81,0,6.91,US,1686622559
506,pisek,49.3088,14.1475,47.12,90,0,1.52,CZ,1686622626
507,shakhtersk,48.0625,38.5167,55.69,89,85,8.86,UA,1686622626
508,urangan,-25.3,152.9,69.01,69,0,3.42,AU,1686622626
509,mossel bay,-34.1831,22.146,60.73,62,97,14.25,ZA,1686622626
510,loango,-4.6719,11.8312,72.45,94,10,3.09,CG,1686622626
511,progreso,21.2833,-89.6667,86.11,83,2,9.42,MX,1686622626
512,dingtao,35.0683,115.5625,86.45,36,0,4.56,CN,1686622626
513,i-n-salah,27.1935,2.4607,92.35,9,0,8.37,DZ,1686622626
514,santiago de cao,-7.9589,-79.2392,71.73,83,75,10.36,PE,1686622626
515,gadzhiyevo,69.2551,33.3362,48.83,70,100,8.48,RU,1686622486
516,kochubey,44.3861,46.5825,74.08,50,99,4.5,RU,1686622627
517,ancud,-41.8697,-73.8203,40.55,90,41,5.84,CL,1686622627
518,plettenberg bay,-34.0527,23.3716,55.0,67,94,6.69,ZA,1686622627
519,filipstad,59.7124,14.1683,49.17,47,96,1.57,SE,1686622627
520,grand falls-windsor,48.9332,-55.6649,49.5,88,95,3.15,CA,1686622627
521,puerto leguizamo,-0.1934,-74.7819,72.77,98,91,1.41,CO,1686622627
522,tayshet,55.9342,98.0044,60.64,58,10,8.16,RU,1686622627
523,torghay,49.6339,63.4981,66.43,51,61,21.03,KZ,1686622627
524,cockburn town,21.4612,-71.1419,82.44,84,8,21.56,TC,1686622628
525,tabou,4.423,-7.3528,77.45,76,94,7.65,CI,1686622628
526,palikir - national government center,6.9248,158.1611,88.65,74,100,9.22,FM,1686622628
527,puerto santa,-8.9906,-78.6456,70.36,82,20,13.98,PE,1686622628
528,qui nhon,13.7667,109.2333,84.72,68,100,6.4,VN,1686622628
529,pyu,18.4833,96.4333,78.93,86,100,6.96,MM,1686622628
530,bacalar,18.6667,-88.3833,83.32,82,0,8.48,MX,1686622628
531,emerald,-23.5333,148.1667,77.34,52,3,3.47,AU,1686622581
532,dnipro,48.45,34.9833,53.82,90,100,8.46,UA,1686622628
533,lethem,3.3803,-59.7968,77.27,82,32,4.94,GY,1686622629
534,berdigestyakh,62.0989,126.6992,50.68,48,100,5.1,RU,1686622629
535,yazykovo,55.2199,56.1353,46.8,68,0,10.04,RU,1686622629
536,longboat key,27.4125,-82.659,84.0,78,0,4.61,US,1686622629
537,kurayyimah,32.2764,35.5994,71.87,78,0,2.26,JO,1686622629
538,mukalla,14.5425,49.1242,86.99,80,100,5.57,YE,1686622629
539,kas,36.2018,29.6377,69.6,79,4,2.77,TR,1686622629
540,santa isabel,-23.3156,-46.2214,65.5,92,96,3.0,BR,1686622629
541,puerto san jose,13.9256,-90.8244,83.25,80,100,5.37,GT,1686622629
542,pamandzi,-12.7967,45.2794,73.18,88,0,2.3,YT,1686622629
543,rehoboth,-23.3167,17.0833,41.86,65,0,3.18,NA,1686622630
544,kismayo,-0.3582,42.5454,78.26,83,56,15.01,SO,1686622630
545,crucecita,-28.95,-58.9833,40.89,50,0,5.5,AR,1686622630
546,miranda,3.2499,-76.2281,75.33,89,96,5.66,CO,1686622630
547,fernie,49.5,-115.0687,75.4,53,67,3.38,CA,1686622630
548,tari,12.4086,4.4914,81.0,72,40,7.4,NG,1686622630
549,tshikapa,-6.4167,20.8,71.65,79,98,2.86,CD,1686622630
550,fort-shevchenko,44.5086,50.263,77.43,39,0,10.49,KZ,1686622630
551,katsuura,35.1333,140.3,74.43,82,84,10.45,JP,1686622630
552,yugorsk,61.3133,63.3319,48.9,48,5,5.17,RU,1686622630
553,tuba city,36.135,-111.2399,71.17,23,39,15.64,US,1686622631
554,awjilah,29.1081,21.2869,74.17,55,0,12.59,LY,1686622631
555,kamaishi,39.2667,141.8833,69.87,83,92,4.94,JP,1686622631
556,zvishavane,-20.3267,30.0665,60.62,40,54,5.57,ZW,1686622631
557,san pedro pochutla,15.7333,-96.4667,79.41,84,33,4.47,MX,1686622631
558,southbridge,42.0751,-72.0334,67.42,98,100,1.01,US,1686622631
559,sabang,5.8933,95.3214,83.48,73,35,16.13,ID,1686622631
560,la huacana,18.9667,-101.8167,83.46,46,54,4.59,MX,1686622631
561,karaton,-6.3424,106.1045,82.74,73,46,0.76,ID,1686622631
562,ta`u,-14.2336,-169.5144,81.68,74,43,16.71,AS,1686622477
